B0001,CatViolDU,dSPM-lh.stc,-2.3201034
B0001,CatViolDU,dSPM-rh.stc,-2.3201034
B0001,CatViolPROTI,dSPM-lh.stc,-0.48802543
B0001,CatViolPROTI,dSPM-rh.stc,-0.48802543
B0001,Filler,dSPM-lh.stc,-0.34989023
B0001,Filler,dSPM-rh.stc,-0.34989023
B0001,GrammDU,dSPM-lh.stc,5.4046187
B0001,GrammDU,dSPM-rh.stc,5.4046187
B0001,GrammPROTI,dSPM-lh.stc,2.6434138
B0001,GrammPROTI,dSPM-rh.stc,2.6434138
B0001,SemViolDU,dSPM-lh.stc,4.0004945
B0001,SemViolDU,dSPM-rh.stc,4.0004945
B0001,SemViolPROTI,dSPM-lh.stc,2.7782435
B0001,SemViolPROTI,dSPM-rh.stc,2.7782435
B0002,CatViolDU,dSPM-lh.stc,-0.102960594
B0002,CatViolDU,dSPM-rh.stc,-0.102960594
B0002,CatViolPROTI,dSPM-lh.stc,-0.081248865
B0002,CatViolPROTI,dSPM-rh.stc,-0.081248865
B0002,Filler,dSPM-lh.stc,-0.33330855
B0002,Filler,dSPM-rh.stc,-0.33330855
B0002,GrammDU,dSPM-lh.stc,-0.006986532
B0002,GrammDU,dSPM-rh.stc,-0.006986532
B0002,GrammPROTI,dSPM-lh.stc,-0.08234308
B0002,GrammPROTI,dSPM-rh.stc,-0.08234308
B0002,SemViolDU,dSPM-lh.stc,0.31208214
B0002,SemViolDU,dSPM-rh.stc,0.31208214
B0002,SemViolPROTI,dSPM-lh.stc,0.27442977
B0002,SemViolPROTI,dSPM-rh.stc,0.27442977
B0003,CatViolDU,dSPM-lh.stc,0.08279942
B0003,CatViolDU,dSPM-rh.stc,0.08279942
B0003,CatViolPROTI,dSPM-lh.stc,0.055740584
B0003,CatViolPROTI,dSPM-rh.stc,0.055740584
B0003,Filler,dSPM-lh.stc,0.13282017
B0003,Filler,dSPM-rh.stc,0.13282017
B0003,GrammDU,dSPM-lh.stc,0.081825376
B0003,GrammDU,dSPM-rh.stc,0.081825376
B0003,GrammPROTI,dSPM-lh.stc,-0.031201228
B0003,GrammPROTI,dSPM-rh.stc,-0.031201228
B0003,SemViolDU,dSPM-lh.stc,-0.012042495
B0003,SemViolDU,dSPM-rh.stc,-0.012042495
B0003,SemViolPROTI,dSPM-lh.stc,-0.14863332
B0003,SemViolPROTI,dSPM-rh.stc,-0.14863332
B0005,CatViolDU,dSPM-lh.stc,-0.027653722
B0005,CatViolDU,dSPM-rh.stc,-0.027653722
B0005,CatViolPROTI,dSPM-lh.stc,-0.066889584
B0005,CatViolPROTI,dSPM-rh.stc,-0.066889584
