B0001,CatViolDU,dSPM-lh.stc,1.6799501
B0001,CatViolDU,dSPM-rh.stc,1.6799501
B0001,CatViolPROTI,dSPM-lh.stc,0.108603835
B0001,CatViolPROTI,dSPM-rh.stc,0.108603835
B0001,Filler,dSPM-lh.stc,-0.0952641
B0001,Filler,dSPM-rh.stc,-0.0952641
B0001,GrammDU,dSPM-lh.stc,-3.5371149
B0001,GrammDU,dSPM-rh.stc,-3.5371149
B0001,GrammPROTI,dSPM-lh.stc,-2.2253504
B0001,GrammPROTI,dSPM-rh.stc,-2.2253504
B0001,SemViolDU,dSPM-lh.stc,-5.7504396
B0001,SemViolDU,dSPM-rh.stc,-5.7504396
B0001,SemViolPROTI,dSPM-lh.stc,0.22992209
B0001,SemViolPROTI,dSPM-rh.stc,0.22992209
B0002,CatViolDU,dSPM-lh.stc,0.5171191
B0002,CatViolDU,dSPM-rh.stc,0.5171191
B0002,CatViolPROTI,dSPM-lh.stc,0.25489515
B0002,CatViolPROTI,dSPM-rh.stc,0.25489515
B0002,Filler,dSPM-lh.stc,0.7163424
B0002,Filler,dSPM-rh.stc,0.7163424
B0002,GrammDU,dSPM-lh.stc,0.29547396
B0002,GrammDU,dSPM-rh.stc,0.29547396
B0002,GrammPROTI,dSPM-lh.stc,0.32863528
B0002,GrammPROTI,dSPM-rh.stc,0.32863528
B0002,SemViolDU,dSPM-lh.stc,0.40722564
B0002,SemViolDU,dSPM-rh.stc,0.40722564
B0002,SemViolPROTI,dSPM-lh.stc,-0.038339708
B0002,SemViolPROTI,dSPM-rh.stc,-0.038339708
B0003,CatViolDU,dSPM-lh.stc,0.25292808
B0003,CatViolDU,dSPM-rh.stc,0.25292808
B0003,CatViolPROTI,dSPM-lh.stc,0.13438964
B0003,CatViolPROTI,dSPM-rh.stc,0.13438964
B0003,Filler,dSPM-lh.stc,0.5123453
B0003,Filler,dSPM-rh.stc,0.5123453
B0003,GrammDU,dSPM-lh.stc,-0.09755916
B0003,GrammDU,dSPM-rh.stc,-0.09755916
B0003,GrammPROTI,dSPM-lh.stc,0.22825746
B0003,GrammPROTI,dSPM-rh.stc,0.22825746
B0003,SemViolDU,dSPM-lh.stc,0.12492254
B0003,SemViolDU,dSPM-rh.stc,0.12492254
B0003,SemViolPROTI,dSPM-lh.stc,0.4059914
B0003,SemViolPROTI,dSPM-rh.stc,0.4059914
B0005,CatViolDU,dSPM-lh.stc,0.2110515
B0005,CatViolDU,dSPM-rh.stc,0.2110515
B0005,CatViolPROTI,dSPM-lh.stc,0.78172857
B0005,CatViolPROTI,dSPM-rh.stc,0.78172857
B0005,Filler,dSPM-lh.stc,0.32790893
B0005,Filler,dSPM-rh.stc,0.32790893
B0005,GrammDU,dSPM-lh.stc,0.5386297
B0005,GrammDU,dSPM-rh.stc,0.5386297
B0005,GrammPROTI,dSPM-lh.stc,0.3895612
B0005,GrammPROTI,dSPM-rh.stc,0.3895612
B0005,SemViolDU,dSPM-lh.stc,0.5206402
B0005,SemViolDU,dSPM-rh.stc,0.5206402
B0005,SemViolPROTI,dSPM-lh.stc,0.19961727
B0005,SemViolPROTI,dSPM-rh.stc,0.19961727
B0006,CatViolDU,dSPM-lh.stc,0.39982906
B0006,CatViolDU,dSPM-rh.stc,0.39982906
B0006,CatViolPROTI,dSPM-lh.stc,0.39333978
B0006,CatViolPROTI,dSPM-rh.stc,0.39333978
B0006,Filler,dSPM-lh.stc,0.2816444
B0006,Filler,dSPM-rh.stc,0.2816444
B0006,GrammDU,dSPM-lh.stc,0.74239814
B0006,GrammDU,dSPM-rh.stc,0.74239814
B0006,GrammPROTI,dSPM-lh.stc,0.6438402
B0006,GrammPROTI,dSPM-rh.stc,0.6438402
B0006,SemViolDU,dSPM-lh.stc,0.3722846
B0006,SemViolDU,dSPM-rh.stc,0.3722846
B0006,SemViolPROTI,dSPM-lh.stc,0.2036347
B0006,SemViolPROTI,dSPM-rh.stc,0.2036347
B0007,CatViolDU,dSPM-lh.stc,0.29517972
B0007,CatViolDU,dSPM-rh.stc,0.29517972
B0007,CatViolPROTI,dSPM-lh.stc,0.45213053
B0007,CatViolPROTI,dSPM-rh.stc,0.45213053
B0007,Filler,dSPM-lh.stc,0.26156622
B0007,Filler,dSPM-rh.stc,0.26156622
B0007,GrammDU,dSPM-lh.stc,0.034963604
B0007,GrammDU,dSPM-rh.stc,0.034963604
B0007,GrammPROTI,dSPM-lh.stc,0.18291709
