B0001,CatViolDU,dSPM-lh.stc,0.053493094
B0001,CatViolDU,dSPM-rh.stc,0.053493094
B0001,CatViolPROTI,dSPM-lh.stc,7.6972504
B0001,CatViolPROTI,dSPM-rh.stc,7.6972504
B0001,Filler,dSPM-lh.stc,-1.12383
B0001,Filler,dSPM-rh.stc,-1.12383
B0001,GrammDU,dSPM-lh.stc,3.4951844
B0001,GrammDU,dSPM-rh.stc,3.4951844
B0001,GrammPROTI,dSPM-lh.stc,-2.4665132
B0001,GrammPROTI,dSPM-rh.stc,-2.4665132
B0001,SemViolDU,dSPM-lh.stc,4.438691
B0001,SemViolDU,dSPM-rh.stc,4.438691
B0001,SemViolPROTI,dSPM-lh.stc,-5.6269655
B0001,SemViolPROTI,dSPM-rh.stc,-5.6269655
B0002,CatViolDU,dSPM-lh.stc,0.094514735
B0002,CatViolDU,dSPM-rh.stc,0.094514735
B0002,CatViolPROTI,dSPM-lh.stc,0.7890654
B0002,CatViolPROTI,dSPM-rh.stc,0.7890654
B0002,Filler,dSPM-lh.stc,0.6764946
B0002,Filler,dSPM-rh.stc,0.6764946
B0002,GrammDU,dSPM-lh.stc,-0.031731635
B0002,GrammDU,dSPM-rh.stc,-0.031731635
B0002,GrammPROTI,dSPM-lh.stc,0.08099364
B0002,GrammPROTI,dSPM-rh.stc,0.08099364
B0002,SemViolDU,dSPM-lh.stc,-0.03256139
B0002,SemViolDU,dSPM-rh.stc,-0.03256139
B0002,SemViolPROTI,dSPM-lh.stc,-0.04722108
B0002,SemViolPROTI,dSPM-rh.stc,-0.04722108
B0003,CatViolDU,dSPM-lh.stc,0.05046199
B0003,CatViolDU,dSPM-rh.stc,0.05046199
B0003,CatViolPROTI,dSPM-lh.stc,-0.142687
B0003,CatViolPROTI,dSPM-rh.stc,-0.142687
B0003,Filler,dSPM-lh.stc,-0.2704457
B0003,Filler,dSPM-rh.stc,-0.2704457
B0003,GrammDU,dSPM-lh.stc,0.08891385
B0003,GrammDU,dSPM-rh.stc,0.08891385
B0003,GrammPROTI,dSPM-lh.stc,-0.23560043
B0003,GrammPROTI,dSPM-rh.stc,-0.23560043
B0003,SemViolDU,dSPM-lh.stc,-0.0797882
B0003,SemViolDU,dSPM-rh.stc,-0.0797882
B0003,SemViolPROTI,dSPM-lh.stc,0.34782866
B0003,SemViolPROTI,dSPM-rh.stc,0.34782866
B0005,CatViolDU,dSPM-lh.stc,0.056542173
B0005,CatViolDU,dSPM-rh.stc,0.056542173
B0005,CatViolPROTI,dSPM-lh.stc,0.3118311
B0005,CatViolPROTI,dSPM-rh.stc,0.3118311
B0005,Filler,dSPM-lh.stc,0.23795636
B0005,Filler,dSPM-rh.stc,0.23795636
B0005,GrammDU,dSPM-lh.stc,-0.018816466
B0005,GrammDU,dSPM-rh.stc,-0.018816466
B0005,GrammPROTI,dSPM-lh.stc,-0.158146
B0005,GrammPROTI,dSPM-rh.stc,-0.158146
B0005,SemViolDU,dSPM-lh.stc,0.16564064
B0005,SemViolDU,dSPM-rh.stc,0.16564064
B0005,SemViolPROTI,dSPM-lh.stc,-0.17022905
B0005,SemViolPROTI,dSPM-rh.stc,-0.17022905
B0006,CatViolDU,dSPM-lh.stc,-0.21925807
B0006,CatViolDU,dSPM-rh.stc,-0.21925807
B0006,CatViolPROTI,dSPM-lh.stc,-0.7813725
B0006,CatViolPROTI,dSPM-rh.stc,-0.7813725
B0006,Filler,dSPM-lh.stc,-0.009917348
B0006,Filler,dSPM-rh.stc,-0.009917348
B0006,GrammDU,dSPM-lh.stc,-0.21922
B0006,GrammDU,dSPM-rh.stc,-0.21922
B0006,GrammPROTI,dSPM-lh.stc,-0.086315975
B0006,GrammPROTI,dSPM-rh.stc,-0.086315975
B0006,SemViolDU,dSPM-lh.stc,0.39250243
B0006,SemViolDU,dSPM-rh.stc,0.39250243
B0006,SemViolPROTI,dSPM-lh.stc,-0.17055725
B0006,SemViolPROTI,dSPM-rh.stc,-0.17055725
B0007,CatViolDU,dSPM-lh.stc,-0.05286641
B0007,CatViolDU,dSPM-rh.stc,-0.05286641
B0007,CatViolPROTI,dSPM-lh.stc,-0.5622912
B0007,CatViolPROTI,dSPM-rh.stc,-0.5622912
B0007,Filler,dSPM-lh.stc,0.42157888
B0007,Filler,dSPM-rh.stc,0.42157888
B0007,GrammDU,dSPM-lh.stc,-0.2440798
B0007,GrammDU,dSPM-rh.stc,-0.2440798
B0007,GrammPROTI,dSPM-lh.stc,0.018404586
B0007,GrammPROTI,dSPM-rh.stc,0.018404586
B0007,SemViolDU,dSPM-lh.stc,0.34874335
B0007,SemViolDU,dSPM-rh.stc,0.34874335
B0007,SemViolPROTI,dSPM-lh.stc,-0.17824794
B0007,SemViolPROTI,dSPM-rh.stc,-0.17824794
B0008,CatViolDU,dSPM-lh.stc,0.017603748
B0008,CatViolDU,dSPM-rh.stc,0.017603748
B0008,CatViolPROTI,dSPM-lh.stc,-0.07537716
B0008,CatViolPROTI,dSPM-rh.stc,-0.07537716
B0008,Filler,dSPM-lh.stc,0.43421748
B0008,Filler,dSPM-rh.stc,0.43421748
B0008,GrammDU,dSPM-lh.stc,0.44811136
B0008,GrammDU,dSPM-rh.stc,0.44811136
B0008,GrammPROTI,dSPM-lh.stc,0.61461365
B0008,GrammPROTI,dSPM-rh.stc,0.61461365
B0008,SemViolDU,dSPM-lh.stc,0.091103114
B0008,SemViolDU,dSPM-rh.stc,0.091103114
B0008,SemViolPROTI,dSPM-lh.stc,0.03921245
